Timestamp,q.w,q.i,q.j,q.k,euler
1717193247917,0.7327373,-0.01321451,0.6803796,-0.002227851,[-164.01257506  -85.57575919  -16.87833002]
1717193247917,0.7327373,-0.01321451,0.6803796,-0.002227851,[-164.01257506  -85.57575919  -16.87833002]
1717193247917,0.7327669,-0.01315348,0.6803491,-0.002197333,[-164.12128445  -85.57317701  -16.76714708]
1717193247917,0.7328248,-0.01309244,0.6802881,-0.002136296,[-164.27900617  -85.56668947  -16.60942707]
1717193247917,0.7328531,-0.01309244,0.6802576,-0.002136296,[-164.29613662  -85.5621097   -16.592298  ]
1717193247917,0.7329394,-0.0130314,0.680166,-0.002075259,[-164.47017515  -85.55098574  -16.41826256]
1717193247917,0.7330809,-0.0130314,0.6800134,-0.002075259,[-164.55422528  -85.528053    -16.3342194 ]
1717193247917,0.7331356,-0.01312296,0.6799524,-0.002166814,[-164.40467527  -85.51494862  -16.48377378]
1717193247917,0.7331634,-0.01315348,0.6799219,-0.002166814,[-164.39223793  -85.50972134  -16.49868763]
1717193247917,0.7331343,-0.013184,0.6799524,-0.002227851,[-164.28289882  -85.51230454  -16.6055513 ]
1717193247917,0.7330766,-0.01324503,0.6800134,-0.00225837,[-164.15875679  -85.51947276  -16.73216532]
1717193247917,0.7330481,-0.01324503,0.6800439,-0.002288888,[-164.10996785  -85.52336917  -16.77847836]
1717193247917,0.7329922,-0.01321451,0.680105,-0.00225837,[-164.13665628  -85.53386579  -16.75178651]
1717193247917,0.7328782,-0.01324503,0.680227,-0.002288888,[-164.00634377  -85.55083129  -16.88209415]
1717193247917,0.732821,-0.01327555,0.6802881,-0.002288888,[-163.94196173  -85.55932907  -16.94894851]
1717193247917,0.7327656,-0.01321451,0.6803491,-0.00225837,[-163.99808885  -85.57048595  -16.89034293]
1717193247917,0.7327366,-0.01324503,0.6803796,-0.002288888,[-163.91899895  -85.57370774  -16.96943205]
1717193247917,0.7327373,-0.01321451,0.6803796,-0.002227851,[-164.01257506  -85.57575919  -16.87833002]
1717193247917,0.7327386,-0.01315348,0.6803796,-0.002166814,[-164.13592553  -85.57844803  -16.75497929]
1717193247917,0.7327971,-0.01306192,0.6803186,-0.002105777,[-164.32350056  -85.57259887  -16.56493084]
1717193247917,0.7328538,-0.01306192,0.6802576,-0.002075259,[-164.38964327  -85.56411421  -16.50126543]
1717193247917,0.7329394,-0.0130314,0.680166,-0.002075259,[-164.47017515  -85.55098574  -16.41826256]
1717193247917,0.732996,-0.0130314,0.680105,-0.002075259,[-164.50388745  -85.54181704  -16.38455302]
1717193247917,0.7330526,-0.0130314,0.6800439,-0.002075259,[-164.53748996  -85.53263869  -16.35095334]
1717193247917,0.7331658,-0.0130314,0.6799219,-0.002075259,[-164.60422605  -85.51429364  -16.28422279]
1717193247917,0.7331923,-0.01312296,0.6798913,-0.002136296,[-164.46986091  -85.5064488   -16.42106556]
1717193247917,0.7332489,-0.01312296,0.6798303,-0.002136296,[-164.50324313  -85.49728017  -16.38768612]
1717193247917,0.7332187,-0.01321451,0.6798608,-0.002227851,[-164.30444163  -85.49790764  -16.58648702]
1717193247917,0.7331324,-0.01327555,0.6799524,-0.002319407,[-164.10052771  -85.50829699  -16.78792311]
1717193247917,0.7330476,-0.01327555,0.6800439,-0.002288888,[-164.08068239  -85.52271158  -16.81023894]
1717193247917,0.732962,-0.01330607,0.6801355,-0.002319407,[-163.96784181  -85.53509551  -16.92307582]
1717193247917,0.7329343,-0.01327555,0.680166,-0.002288888,[-164.0116067   -85.54102359  -16.87930908]
1717193247917,0.7328494,-0.01327555,0.6802576,-0.002288888,[-163.95944151  -85.55474975  -16.93147005]
1717193247917,0.7327083,-0.01324503,0.6804101,-0.00225837,[-163.93339946  -85.57898236  -16.95750475]
1717193247917,0.7326806,-0.01321451,0.6804407,-0.002227851,[-163.97752311  -85.58492055  -16.91337919]
1717193247917,0.7326813,-0.013184,0.6804407,-0.002197333,[-164.03930631  -85.58626658  -16.8515962 ]
1717193247917,0.7326819,-0.01315348,0.6804407,-0.002166814,[-164.10110827  -85.58761519  -16.78979377]
1717193247917,0.7327682,-0.01309244,0.6803491,-0.002105777,[-164.27664299  -85.57653731  -16.61426216]
1717193247917,0.7327977,-0.0130314,0.6803186,-0.002075259,[-164.38519673  -85.57392376  -16.50323413]
1717193247917,0.7328834,-0.01300089,0.680227,-0.002014222,[-164.52981419  -85.56214719  -16.36109572]
1717193247917,0.732913,-0.01293985,0.6801965,-0.001953185,[-164.66984133  -85.56016199  -16.22106889]
1717193247917,0.7330292,-0.01278726,0.6800745,-0.001831111,[-165.01182541  -85.54754929  -15.87661401]
1717193247917,0.7331136,-0.01281777,0.6799829,-0.001861629,[-164.99936037  -85.53247519  -15.88908294]
1717193247917,0.7331985,-0.01281777,0.6798913,-0.001861629,[-165.04807027  -85.51867783  -15.84037724]
1717193247917,0.7331696,-0.01284829,0.6799219,-0.001892148,[-164.97066102  -85.52201167  -15.91778551]
1717193247917,0.7330815,-0.01300089,0.6800134,-0.00204474,[-164.61536618  -85.52935852  -16.27307886]
1717193247917,0.7330244,-0.0130314,0.6800745,-0.00204474,[-164.55250035  -85.53790269  -16.33841616]
1717193247917,0.7329091,-0.01312296,0.6801965,-0.002166814,[-164.26893184  -85.55161145  -16.61950615]
1717193247917,0.7328242,-0.01312296,0.6802881,-0.002136296,[-164.24936849  -85.56604636  -16.64153989]
1717193247917,0.7327663,-0.013184,0.6803491,-0.002197333,[-164.09162458  -85.57252733  -16.79928209]
1717193247917,0.7326831,-0.01309244,0.6804407,-0.002136296,[-164.19273228  -85.58960535  -16.6956941 ]
1717193247917,0.732627,-0.01306192,0.6805017,-0.002105777,[-164.21999128  -85.60010578  -16.66843194]
1717193247917,0.732627,-0.01306192,0.6805017,-0.002105777,[-164.21999128  -85.60010578  -16.66843194]
1717193247917,0.7326837,-0.01306192,0.6804407,-0.002105777,[-164.25462799  -85.59094111  -16.63379793]
1717193247917,0.7327133,-0.01300089,0.6804101,-0.00204474,[-164.39571061  -85.58899933  -16.49271651]
1717193247917,0.7327147,-0.01293985,0.6804101,-0.001953185,[-164.55185626  -85.59229506  -16.33904433]
1717193247917,0.7327719,-0.01290933,0.6803491,-0.001922666,[-164.6476384   -85.58442588  -16.24326449]
1717193247917,0.7328864,-0.01284829,0.680227,-0.001892148,[-164.80620152  -85.5679689   -16.08223124]
1717193247917,0.7329997,-0.01284829,0.680105,-0.001892148,[-164.87238706  -85.54959216  -16.01605117]
1717193247917,0.733057,-0.01281777,0.6800439,-0.001861629,[-164.96673826  -85.54166622  -15.92170227]
1717193247917,0.7330859,-0.01278726,0.6800134,-0.001831111,[-165.04445293  -85.53834066  -15.84398926]
1717193247917,0.7330859,-0.01278726,0.6800134,-0.001831111,[-165.04445293  -85.53834066  -15.84398926]
1717193247917,0.7330292,-0.01278726,0.6800745,-0.001831111,[-165.01182541  -85.54754929  -15.87661401]
1717193247917,0.7329437,-0.01281777,0.680166,-0.001861629,[-164.9010331   -85.56005951  -15.98740191]
1717193247917,0.7329425,-0.01287881,0.680166,-0.001892148,[-164.80971438  -85.5581578   -16.08119623]
